,Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
42660,юр. лицо,списание средств,111.81,безналичный,Витебск,БелАгропромбанк-SLBB-487,26-08-2012,05:40:07,неправильный ввод пин-кода,да,6.35
42661,физ. лицо,списание средств,248.08,безналичный,Брест,Беларусбанк-AAEP-160,27-09-2016,18:28:12,неправильный ввод пин-кода,да,5.85
42667,юр. лицо,получение средств,655.3,безналичный,Минск,Белинвестбанк-IBOF-366,26-02-2021,10:18:15,успешно,нет,0.0
42668,физ. лицо,получение средств,727.18,наличный,Гродно,МаксБанк-IFVC-497,01-07-2024,16:03:46,успешно,нет,0.0
42677,физ. лицо,получение средств,66.46,безналичный,Минск,Беларусбанк-DZXV-806,17-04-2010,12:20:30,успешно,нет,0.0
42681,физ. лицо,получение средств,137.94,безналичный,Брест,Приорбанк-JMVQ-660,15-08-2013,21:19:31,успешно,нет,0.0
42683,юр. лицо,получение средств,758.18,наличный,Могилев,Беларусбанк-YZLC-599,24-07-2002,12:40:05,успешно,нет,0.0
42695,юр. лицо,получение средств,553.24,наличный,Могилев,Белинвестбанк-TMUZ-557,25-03-2016,07:43:41,успешно,нет,0.0
42697,физ. лицо,получение средств,799.29,наличный,Гродно,БелАгропромбанк-AUHV-155,28-08-2021,14:18:49,успешно,нет,0.0
42701,физ. лицо,списание средств,799.03,безналичный,Гродно,МаксБанк-KXHZ-352,16-12-2009,12:26:44,успешно,нет,0.0
42710,юр. лицо,списание средств,270.17,наличный,Витебск,Беларусбанк-VXBE-306,06-03-2017,10:09:05,недостаточно средств,да,15.35
42719,физ. лицо,получение средств,252.32,безналичный,Минск,Белинвестбанк-QRED-696,02-05-2017,12:41:45,успешно,нет,0.0
42721,юр. лицо,получение средств,735.61,безналичный,Минск,Приорбанк-SWAE-231,14-10-2001,13:59:48,успешно,нет,0.0
42722,физ. лицо,списание средств,281.38,наличный,Гродно,Белинвестбанк-UALG-797,17-08-2024,06:12:42,недостаточно средств,да,22.89
42724,юр. лицо,получение средств,920.13,безналичный,Могилев,Белинвестбанк-HZAX-236,05-08-2004,15:36:23,успешно,нет,0.0
42729,физ. лицо,получение средств,713.97,безналичный,Гомель,МаксБанк-ATHX-866,31-08-2011,15:07:04,успешно,нет,0.0
42744,юр. лицо,списание средств,762.62,безналичный,Гродно,Белинвестбанк-JNFJ-207,26-04-2007,13:17:57,недостаточно средств,да,34.93
42745,юр. лицо,получение средств,917.26,безналичный,Витебск,БелАгропромбанк-JAKK-506,19-10-2003,19:19:17,успешно,нет,0.0
42746,юр. лицо,списание средств,118.19,наличный,Минск,Приорбанк-BLMV-981,14-11-2000,03:05:23,недостаточно средств,да,1.64
42748,физ. лицо,получение средств,279.94,наличный,Гомель,Беларусбанк-JLXR-992,03-02-2013,16:27:20,успешно,нет,0.0
42749,юр. лицо,списание средств,388.48,наличный,Брест,Беларусбанк-BKZK-885,18-08-2006,11:34:47,недостаточно средств,да,19.82
42754,юр. лицо,получение средств,808.97,безналичный,Минск,Белинвестбанк-MHKF-494,04-08-2014,14:54:36,успешно,нет,0.0
42755,физ. лицо,получение средств,443.26,безналичный,Витебск,БелАгропромбанк-SRFL-201,13-09-2009,02:07:56,успешно,нет,0.0
42758,физ. лицо,списание средств,664.4,безналичный,Витебск,Приорбанк-QQME-584,26-03-2014,18:23:49,неправильный ввод пин-кода,да,40.67
42759,физ. лицо,получение средств,704.15,наличный,Гомель,Белинвестбанк-GWYW-054,05-07-2023,04:24:38,успешно,нет,0.0
42762,физ. лицо,получение средств,791.96,наличный,Витебск,БелАгропромбанк-SPKX-699,02-10-2002,13:41:21,успешно,нет,0.0
42764,физ. лицо,списание средств,224.4,наличный,Минск,МаксБанк-ZNYV-170,29-03-2021,21:27:31,успешно,да,2.79
42766,физ. лицо,списание средств,899.95,наличный,Минск,Приорбанк-UAIE-734,20-08-2016,10:59:50,неправильный ввод пин-кода,да,29.75
42768,юр. лицо,получение средств,643.09,безналичный,Брест,БелАгропромбанк-RNDQ-085,07-10-2020,16:49:40,успешно,нет,0.0
42775,физ. лицо,списание средств,241.41,наличный,Могилев,БелАгропромбанк-WKUZ-819,10-06-2021,12:29:23,неправильный ввод пин-кода,да,10.78
42776,юр. лицо,списание средств,414.54,наличный,Гродно,БелАгропромбанк-JNYW-836,17-05-2017,00:53:32,успешно,да,12.94
42777,юр. лицо,списание средств,889.03,наличный,Минск,МаксБанк-XFEV-017,07-06-2021,13:02:26,неправильный ввод пин-кода,нет,0.0
42780,юр. лицо,списание средств,826.8,безналичный,Гродно,Беларусбанк-LXBV-759,06-01-2010,12:13:41,недостаточно средств,да,14.25
42781,физ. лицо,получение средств,806.0,наличный,Могилев,МаксБанк-LPEP-995,12-04-2005,05:44:06,успешно,нет,0.0
42782,юр. лицо,списание средств,791.94,наличный,Брест,Белинвестбанк-HBPX-960,23-05-2011,12:01:52,неправильный ввод пин-кода,нет,0.0
42786,физ. лицо,списание средств,511.38,наличный,Могилев,БелАгропромбанк-VMAK-179,04-10-2021,05:26:32,успешно,нет,0.0
42799,физ. лицо,списание средств,920.83,безналичный,Брест,МаксБанк-OIHI-386,07-11-2009,11:57:26,успешно,нет,0.0
42813,юр. лицо,получение средств,232.94,безналичный,Могилев,Беларусбанк-LHTW-569,26-03-2021,00:21:49,успешно,нет,0.0
42817,юр. лицо,получение средств,604.52,наличный,Гомель,МаксБанк-TGVW-280,13-06-2011,22:02:56,успешно,нет,0.0
42829,физ. лицо,списание средств,486.25,наличный,Брест,БелАгропромбанк-KBPL-959,24-09-2015,00:48:23,недостаточно средств,да,31.09
42830,юр. лицо,получение средств,801.23,безналичный,Гомель,Приорбанк-DWHH-201,11-04-2019,23:04:26,успешно,нет,0.0
42831,юр. лицо,списание средств,16.09,наличный,Минск,БелАгропромбанк-RRTV-189,20-12-2011,01:04:56,успешно,нет,0.0
42838,физ. лицо,получение средств,860.74,безналичный,Могилев,Белинвестбанк-GBPM-272,11-04-2003,19:08:48,успешно,нет,0.0
42840,физ. лицо,списание средств,879.09,безналичный,Брест,БелАгропромбанк-DKKY-395,10-01-2012,10:14:11,неправильный ввод пин-кода,нет,0.0
42846,юр. лицо,списание средств,822.19,безналичный,Брест,МаксБанк-KEJW-350,16-09-2015,11:08:32,неправильный ввод пин-кода,нет,0.0
42848,физ. лицо,списание средств,976.19,наличный,Брест,БелАгропромбанк-VKRQ-711,21-04-2006,18:23:07,успешно,да,86.89
